key,start_time,key_per_second,combination,error,start_time_timestamp,seek_time,error_rate,accuracy,end_time,hold_time,end_time_timestamp,language
'.',0.0,0.0,,False,1761080354.2515469,0.0,0.0,1.0,0.1074717044830322,0.1074717044830322,1761080354.3590186,Hungarian
Key.space,0.2420375347137451,8.263181172975406,,False,1761080354.4935844,0.1345658302307129,0.0,1.0,0.3506803512573242,0.1086428165435791,1761080354.6022272,Hungarian
Key.shift_r,0.5750491619110107,5.21694526087189,,False,1761080354.826596,0.2243688106536865,0.0,1.0,1.018587589263916,0.4435384273529053,1761080355.2701344,Hungarian
'T',0.8371608257293701,4.778054439557692,"'T',KEY.SHIFT_R",False,1761080355.0887077,0.2621116638183594,0.0,1.0,0.984710454940796,0.1475496292114257,1761080355.2362573,Hungarian
'h',1.2426598072052002,4.0236273604480965,,False,1761080355.494207,0.2579493522644043,0.0,1.0,1.3892228603363037,0.1465630531311035,1761080355.6407695,Hungarian
'e',1.4915015697479248,4.022791609273362,,False,1761080355.7430484,0.1022787094116211,0.0,1.0,1.6422271728515625,0.1507256031036377,1761080355.893774,Hungarian
Key.space,1.7156054973602295,4.08019210172197,,False,1761080355.9671524,0.0733783245086669,0.0,1.0,1.8225858211517332,0.1069803237915039,1761080356.0741327,Hungarian
'g',1.88018536567688,4.25489962109132,,False,1761080356.1317322,0.0575995445251464,0.0,1.0,2.028043508529663,0.1478581428527832,1761080356.2795904,Hungarian
'o',2.254063129425049,3.9927896794512847,,False,1761080356.50561,0.2260196208953857,0.0,1.0,2.439685583114624,0.1856224536895752,1761080356.6912324,Hungarian
'o',2.594487428665161,3.854325863951056,,False,1761080356.8460343,0.1548018455505371,0.0,1.0,2.782195806503296,0.1877083778381347,1761080357.033743,Hungarian
'd',2.889230251312256,3.807242429018568,,False,1761080357.140777,0.1070344448089599,0.0,1.0,3.0645294189453125,0.1752991676330566,1761080357.3160765,Hungarian
Key.space,3.236107349395752,3.708158816870104,,False,1761080357.4876542,0.1715779304504394,0.0,1.0,3.3834779262542725,0.1473705768585205,1761080357.6350248,Hungarian
'w',3.6145830154418954,3.596542103048284,,True,1761080357.86613,0.231105089187622,0.0714285714285714,0.9285714285714286,3.763111352920532,0.1485283374786377,1761080358.0146582,Hungarian
Key.backspace,3.916468858718872,3.5746486197210774,,False,1761080358.1680157,0.1533575057983398,0.0,1.0,4.033409357070923,0.1169404983520507,1761080358.2849562,Hungarian
'n',4.155639171600342,3.609553038798477,,False,1761080358.407186,0.1222298145294189,0.0666666666666666,0.9333333333333332,4.306510925292969,0.1508717536926269,1761080358.5580578,Hungarian
'e',4.427098989486694,3.614104865962154,,False,1761080358.6786458,0.1205880641937255,0.0625,0.9375,4.608824014663696,0.1817250251770019,1761080358.8603709,Hungarian
'w',4.749798536300659,3.579099170222977,,False,1761080359.0013454,0.1409745216369629,0.0588235294117647,0.9411764705882352,4.895614385604858,0.1458158493041992,1761080359.1471612,Hungarian
's',5.062343597412109,3.555665405485648,,False,1761080359.3138905,0.1667292118072509,0.0555555555555555,0.9444444444444444,5.205206632614136,0.1428630352020263,1761080359.4567535,Hungarian
Key.space,5.300105333328247,3.584834414615074,,False,1761080359.5516522,0.0948987007141113,0.0526315789473684,0.9473684210526316,5.41030478477478,0.1101994514465332,1761080359.6618516,Hungarian
'i',5.67917537689209,3.521638032411835,,False,1761080359.9307222,0.2688705921173095,0.05,0.95,5.938199043273926,0.2590236663818359,1761080360.189746,Hungarian
's',5.974321365356445,3.51504358666971,,False,1761080360.2258682,0.0361223220825195,0.0476190476190476,0.9523809523809524,6.163106679916382,0.1887853145599365,1761080360.4146535,Hungarian
Key.space,6.284705400466919,3.5005618558294747,,False,1761080360.5362525,0.1215987205505371,0.0454545454545454,0.9545454545454546,6.401768207550049,0.1170628070831298,1761080360.653315,Hungarian
't',6.548094272613525,3.512472338126565,,False,1761080360.7996411,0.1463260650634765,0.0434782608695652,0.9565217391304348,6.686922311782837,0.1388280391693115,1761080360.9384692,Hungarian
'h',6.859124660491943,3.4989887468058782,,False,1761080361.1106715,0.1722023487091064,0.0416666666666666,0.9583333333333334,7.04673957824707,0.1876149177551269,1761080361.2982864,Hungarian
'a',7.162200450897217,3.490547377359177,,False,1761080361.4137473,0.1154608726501464,0.04,0.96,7.312096834182739,0.1498963832855224,1761080361.5636437,Hungarian
