key,start_time,key_per_second,combination,error,start_time_timestamp,seek_time,error_rate,accuracy,end_time,hold_time,end_time_timestamp,language
'w',0.0,0.0,,False,1761079701.9267964,0.0,0.0,1.0,0.1139559745788574,0.1139559745788574,1761079702.0407524,Hungarian
'a',0.1153492927551269,17.3386412021248,,False,1761079702.0421455,0.0013933181762695,0.0,1.0,0.2231431007385254,0.1077938079833984,1761079702.1499395,Hungarian
'i',0.2356560230255127,12.730419369231283,,False,1761079702.1624525,0.0125129222869873,0.0,1.0,0.3099231719970703,0.0742671489715576,1761079702.2367196,Hungarian
't',0.3458015918731689,11.567326738817028,,False,1761079702.272598,0.0358784198760986,0.0,1.0,0.4175376892089844,0.0717360973358154,1761079702.344334,Hungarian
Key.space,0.4492530822753906,11.12958418599122,,False,1761079702.3760495,0.0317153930664062,0.0,1.0,0.5235280990600586,0.0742750167846679,1761079702.4503243,Hungarian
'o',0.6131753921508789,9.785128491463713,,True,1761079702.5399718,0.0896472930908203,0.1428571428571428,0.8571428571428571,0.6858203411102295,0.0726449489593505,1761079702.6126168,Hungarian
Key.backspace,0.845585823059082,8.278284485276785,,False,1761079702.7723825,0.1597654819488525,0.0,1.0,0.9531607627868652,0.1075749397277832,1761079702.8799572,Hungarian
'a',0.9850504398345948,8.12141153030024,,False,1761079702.9118469,0.0318896770477294,0.125,0.875,1.0971689224243164,0.1121184825897216,1761079703.0239654,Hungarian
Key.space,1.1038432121276855,8.15333183292605,,False,1761079703.0306396,0.0066742897033691,0.1111111111111111,0.8888888888888888,1.1763675212860107,0.0725243091583252,1761079703.103164,Hungarian
'h',1.274749994277954,7.844675461767086,,True,1761079703.2015464,0.0983824729919433,0.1818181818181818,0.8181818181818182,1.310899019241333,0.0361490249633789,1761079703.2376957,Hungarian
Key.backspace,1.4881408214569092,7.391773575051087,,False,1761079703.4149373,0.1772418022155761,0.0909090909090909,0.9090909090909092,1.5658440589904783,0.0777032375335693,1761079703.4926405,Hungarian
'w',1.571322679519653,7.636878253210441,,False,1761079703.498119,0.0054786205291748,0.1666666666666666,0.8333333333333334,1.6849796772003174,0.113656997680664,1761079703.611776,Hungarian
