key,start_time,key_per_second,combination,error,start_time_timestamp,seek_time,error_rate,accuracy,end_time,hold_time,end_time_timestamp,language
Key.backspace,0.0,0.0,,True,1758050683.430936,0.0,1.0,0.0,0.0838019847869873,0.0838019847869873,1758050683.5147378,Hungarian
Key.backspace,0.129615306854248,15.430276319516745,,True,1758050683.5605512,0.0458133220672607,1.0,0.0,0.2053089141845703,0.0756936073303222,1758050683.6362448,Hungarian
Key.backspace,0.3651392459869385,8.216043695580492,,False,1758050683.796075,0.1598303318023681,0.6666666666666666,0.3333333333333333,0.4557342529296875,0.090595006942749,1758050683.88667,Hungarian
'm',0.6605837345123291,6.055250517109643,,True,1758050684.0915196,0.2048494815826416,0.7142857142857143,0.2857142857142857,0.7488565444946289,0.0882728099822998,1758050684.1797924,Hungarian
'e',0.8174796104431152,6.116360501382716,,True,1758050684.2484157,0.0686230659484863,0.6666666666666666,0.3333333333333333,0.8865017890930176,0.0690221786499023,1758050684.3174376,Hungarian
Key.backspace,1.0478293895721436,5.726123030820847,,False,1758050684.4787652,0.1613276004791259,0.5,0.5,1.1193437576293943,0.0715143680572509,1758050684.5502796,Hungarian
Key.backspace,1.181715488433838,5.923591650031858,,False,1758050684.612651,0.0623717308044433,0.5714285714285714,0.4285714285714285,1.2550039291381836,0.0732884407043457,1758050684.6859398,Hungarian
'e',1.2889633178710938,6.206538145098759,,False,1758050684.7198992,0.0339593887329101,0.625,0.375,1.3653428554534912,0.0763795375823974,1758050684.7962787,Hungarian
's',1.4899163246154783,6.040607684678362,,False,1758050684.9208522,0.1245734691619873,0.5555555555555556,0.4444444444444444,1.586437463760376,0.0965211391448974,1758050685.017373,Hungarian
Key.space,1.542839288711548,6.481556486904852,"KEY.SPACE,'S'",False,1758050684.9737751,0.0529229640960693,0.5,0.5,1.6156485080718994,0.0728092193603515,1758050685.0465844,Hungarian
'i',1.772287130355835,6.206669230730943,,False,1758050685.203223,0.1566386222839355,0.4545454545454545,0.5454545454545454,1.856529951095581,0.0842428207397461,1758050685.2874658,Hungarian
's',1.88455867767334,6.367538534175597,,False,1758050685.3154943,0.0280287265777587,0.4166666666666667,0.5833333333333334,1.9658608436584477,0.0813021659851074,1758050685.3967967,Hungarian
Key.space,2.000861167907715,6.497202408897765,,False,1758050685.431797,0.0350003242492675,0.3846153846153846,0.6153846153846154,2.0731470584869385,0.0722858905792236,1758050685.504083,Hungarian
't',2.1158766746521,6.616642722006438,,False,1758050685.5468123,0.0427296161651611,0.3571428571428571,0.6428571428571429,2.183312177658081,0.0674355030059814,1758050685.614248,Hungarian
'h',2.251067876815796,6.663504088209884,,False,1758050685.6820035,0.0677556991577148,0.3333333333333333,0.6666666666666666,2.349602699279785,0.0985348224639892,1758050685.7805386,Hungarian
'e',2.365872621536255,6.76283239188531,,False,1758050685.7968085,0.0162699222564697,0.3125,0.6875,2.468335628509521,0.1024630069732666,1758050685.8992715,Hungarian
Key.space,2.533712387084961,6.709522393565167,,False,1758050685.9646482,0.0653767585754394,0.2941176470588235,0.7058823529411765,2.6081950664520264,0.0744826793670654,1758050686.039131,Hungarian
'u',3.2735188007354736,5.498670114848851,,True,1758050686.704455,0.6653237342834473,0.3157894736842105,0.6842105263157895,3.342270374298096,0.068751573562622,1758050686.7732062,Hungarian
Key.backspace,3.612766981124878,5.259126896162045,,False,1758050687.0437028,0.2704966068267822,0.2631578947368421,0.7368421052631579,3.7145297527313232,0.1017627716064453,1758050687.1454656,Hungarian
'e',3.980913400650024,5.023972638222749,,False,1758050687.4118493,0.2663836479187011,0.3,0.7,4.064474105834961,0.0835607051849365,1758050687.49541,Hungarian
'q',4.204622030258179,4.994503631688037,,False,1758050687.635558,0.1401479244232177,0.2857142857142857,0.7142857142857143,4.284012794494629,0.0793907642364502,1758050687.714949,Hungarian
'u',4.377907752990723,5.025231512694831,,False,1758050687.8088436,0.0938949584960937,0.2727272727272727,0.7272727272727273,4.463826894760132,0.0859191417694091,1758050687.8947628,Hungarian
'a',4.640872240066528,4.955964915696599,,False,1758050688.071808,0.1770453453063964,0.2608695652173913,0.7391304347826086,4.741116523742676,0.1002442836761474,1758050688.1720524,Hungarian
't',5.028811693191528,4.772499243209569,,False,1758050688.4597476,0.2876951694488525,0.25,0.75,5.118817090988159,0.0900053977966308,1758050688.549753,Hungarian
'o',5.172464370727539,4.833286071815627,,False,1758050688.6034002,0.0536472797393798,0.24,0.76,5.254521608352661,0.082057237625122,1758050688.6854577,Hungarian
'r',5.319230556488037,4.887924996649555,,False,1758050688.7501664,0.0647089481353759,0.2307692307692307,0.7692307692307693,5.418766021728516,0.0995354652404785,1758050688.849702,Hungarian
Key.space,5.550549745559692,4.86438303189686,,False,1758050688.9814856,0.1317837238311767,0.2222222222222222,0.7777777777777778,5.623500347137451,0.0729506015777587,1758050689.0544362,Hungarian
'o',5.829756736755371,4.802944833609605,,False,1758050689.2606926,0.2062563896179199,0.2142857142857142,0.7857142857142857,5.898491144180298,0.0687344074249267,1758050689.329427,Hungarian
'i',5.839360475540161,4.966297272017172,"'I','O'",True,1758050689.2702963,0.00960373878479,0.25,0.75,5.884545803070068,0.0451853275299072,1758050689.3154817,Hungarian
'f',6.126491546630859,4.896766733726728,,True,1758050689.5574274,0.241945743560791,0.2258064516129032,0.7741935483870968,6.188806056976318,0.0623145103454589,1758050689.619742,Hungarian
Key.backspace,6.4707653522491455,4.790777954763086,,False,1758050689.9017012,0.2819592952728271,0.1935483870967742,0.8064516129032258,6.546130657196045,0.0753653049468994,1758050689.9770665,Hungarian
Key.backspace,6.605883598327637,4.8441664954709776,,False,1758050690.0368197,0.0597529411315918,0.21875,0.78125,6.681396484375,0.0755128860473632,1758050690.1123323,Hungarian
'f',6.833020210266113,4.829489593843132,,False,1758050690.263956,0.1516237258911132,0.2424242424242424,0.7575757575757576,6.915797472000122,0.0827772617340087,1758050690.346733,Hungarian
Key.space,6.91379714012146,4.9177028644208525,"KEY.SPACE,'F'",False,1758050690.344733,0.0807769298553466,0.2352941176470588,0.7647058823529411,6.9926958084106445,0.0788986682891845,1758050690.4236317,Hungarian
'l',7.130802869796753,4.908283210050034,,False,1758050690.5617387,0.1381070613861084,0.2285714285714285,0.7714285714285715,7.215746879577637,0.0849440097808837,1758050690.6466827,Hungarian
'i',7.341922044754028,4.903348166945307,,False,1758050690.772858,0.1261751651763916,0.2222222222222222,0.7777777777777778,7.424004793167114,0.0820827484130859,1758050690.854941,Hungarian
'f',7.441524505615234,4.972099463232365,,False,1758050690.8724604,0.0175197124481201,0.2162162162162162,0.7837837837837838,7.540702342987059,0.0991778373718261,1758050690.9716382,Hungarian
'e',7.496523141860962,5.069016566867658,"'E','F'",False,1758050690.927459,0.0549986362457275,0.2105263157894736,0.7894736842105263,7.598482847213745,0.1019597053527832,1758050691.0294187,Hungarian
"','",7.67691159248352,5.080167920415415,,False,1758050691.1078477,0.0784287452697753,0.2051282051282051,0.7948717948717948,7.749958276748657,0.0730466842651367,1758050691.180894,Hungarian
Key.space,7.84856653213501,5.096472054638872,,False,1758050691.2795024,0.0986082553863525,0.2,0.8,7.909513235092163,0.0609467029571533,1758050691.340449,Hungarian
'o',8.086441278457642,5.070215511145107,,False,1758050691.5173771,0.1769280433654785,0.1951219512195122,0.8048780487804879,8.173176050186157,0.0867347717285156,1758050691.604112,Hungarian
'f',8.193850755691528,5.125795093451805,,False,1758050691.6247866,0.020674705505371,0.1904761904761904,0.8095238095238095,8.282928228378296,0.0890774726867675,1758050691.713864,Hungarian
Key.space,8.311283111572266,5.173689720679673,,False,1758050691.742219,0.0283548831939697,0.1860465116279069,0.813953488372093,8.396959066390991,0.0856759548187255,1758050691.827895,Hungarian
't',8.457601070404053,5.202420832305578,,False,1758050691.888537,0.0606420040130615,0.1818181818181818,0.8181818181818182,8.532288789749146,0.0746877193450927,1758050691.9632246,Hungarian
'h',8.60132384300232,5.231752788451296,,False,1758050692.0322597,0.0690350532531738,0.1777777777777777,0.8222222222222222,8.681319952011108,0.079996109008789,1758050692.1122558,Hungarian
'o',8.784382581710815,5.236566095808773,,False,1758050692.2153184,0.103062629699707,0.1739130434782608,0.8260869565217391,8.871635913848877,0.0872533321380615,1758050692.3025718,Hungarian
'u',9.019907236099243,5.210696603607828,,False,1758050692.450843,0.1482713222503662,0.1702127659574468,0.8297872340425532,9.105873107910156,0.085965871810913,1758050692.536809,Hungarian
'g',9.108871698379517,5.269587890730668,,False,1758050692.5398076,0.0029985904693603,0.1666666666666666,0.8333333333333334,9.201502561569214,0.0926308631896972,1758050692.6324384,Hungarian
'h',9.2198805809021,5.314602458246341,,False,1758050692.6508164,0.0183780193328857,0.1632653061224489,0.8367346938775511,9.2895770072937,0.0696964263916015,1758050692.7205129,Hungarian
Key.space,9.434834718704224,5.299509900356472,,False,1758050692.8657706,0.1452577114105224,0.16,0.84,9.501827955245972,0.066993236541748,1758050692.9327638,Hungarian
