key,start_time,key_per_second,combination,error,start_time_timestamp,seek_time,error_rate,accuracy,end_time,hold_time,end_time_timestamp,language
'k',0.0,0.0,,False,1758044762.384198,0.0,0.0,1.0,0.0874011516571044,0.0874011516571044,1758044762.471599,Hungarian
'e',0.1021239757537841,19.584039744221283,,False,1758044762.486322,0.0147228240966796,0.0,1.0,0.2132883071899414,0.1111643314361572,1758044762.5974865,Hungarian
'n',0.3200864791870117,9.372467114573867,,False,1758044762.7042844,0.1067981719970703,0.0,1.0,0.4542248249053955,0.1341383457183838,1758044762.8384228,Hungarian
'i',0.4600772857666015,8.694191440759827,,False,1758044762.8442752,0.005852460861206,0.0,1.0,0.584108829498291,0.1240315437316894,1758044762.9683068,Hungarian
'n',0.5482144355773926,9.120518679399384,"'I','N'",False,1758044762.9324124,0.088137149810791,0.0,1.0,0.6523783206939697,0.1041638851165771,1758044763.0365765,Hungarian
'g',0.6549060344696045,9.161619658703072,,False,1758044763.039104,0.0025277137756347,0.0,1.0,0.739490270614624,0.0845842361450195,1758044763.1236882,Hungarian
Key.space,0.7571206092834473,9.245554689925727,,False,1758044763.1413186,0.0176303386688232,0.0,1.0,0.8322558403015137,0.0751352310180664,1758044763.2164538,Hungarian
'c',1.055938959121704,7.576195509117441,,False,1758044763.440137,0.2236831188201904,0.0,1.0,1.1382412910461426,0.0823023319244384,1758044763.5224392,Hungarian
'a',1.1153111457824707,8.069497049351062,"'A','C'",False,1758044763.499509,0.0593721866607666,0.0,1.0,1.2292695045471191,0.1139583587646484,1758044763.6134677,Hungarian
'n',1.305163860321045,7.661873197699632,,False,1758044763.6893618,0.0758943557739257,0.0,1.0,1.3783535957336426,0.0731897354125976,1758044763.7625515,Hungarian
'v',1.3914680480957031,7.905319863473744,,False,1758044763.775666,0.0131144523620605,0.0,1.0,1.4906959533691406,0.0992279052734375,1758044763.874894,Hungarian
'a',1.463923692703247,8.197148567109453,"'A','V'",False,1758044763.8481216,0.0724556446075439,0.0,1.0,1.6122784614562988,0.1483547687530517,1758044763.9964764,Hungarian
's',1.588937759399414,8.181566535943947,"'A','S'",False,1758044763.9731357,0.125014066696167,0.0,1.0,1.6790430545806885,0.0901052951812744,1758044764.063241,Hungarian
Key.space,1.710181713104248,8.186264589736377,,False,1758044764.0943797,0.0311386585235595,0.0,1.0,1.778174877166748,0.0679931640625,1758044764.1623728,Hungarian
'a',1.9041032791137693,7.877723947296324,,False,1758044764.2883012,0.1259284019470214,0.0,1.0,2.013079643249512,0.1089763641357421,1758044764.3972776,Hungarian
'b',2.089388132095337,7.657744271742582,,False,1758044764.473586,0.0763084888458252,0.0,1.0,2.172065019607544,0.082676887512207,1758044764.556263,Hungarian
'o',2.204264640808105,7.712322597420802,,False,1758044764.5884626,0.0321996212005615,0.0,1.0,2.2845966815948486,0.0803320407867431,1758044764.6687946,Hungarian
'v',2.3203186988830566,7.757555032705097,,False,1758044764.7045166,0.035722017288208,0.0,1.0,2.409315347671509,0.0889966487884521,1758044764.7935133,Hungarian
'e',2.387300968170166,7.958778659803102,"'E','V'",False,1758044764.771499,0.0669822692871093,0.0,1.0,2.459126234054565,0.0718252658843994,1758044764.8433242,Hungarian
"','",2.46106219291687,8.12657236276335,,False,1758044764.84526,0.0019359588623046,0.0,1.0,2.552884101867676,0.0918219089508056,1758044764.937082,Hungarian
Key.space,2.6458864212036133,7.936848623474587,,False,1758044765.0300844,0.0930023193359375,0.0,1.0,2.719109058380127,0.0732226371765136,1758044765.103307,Hungarian
'a',2.726166009902954,8.069941419592109,,False,1758044765.110364,0.0070569515228271,0.0,1.0,2.821964740753174,0.0957987308502197,1758044765.2061627,Hungarian
