key,start_time,key_per_second,combination,error,start_time_timestamp,seek_time,error_rate,accuracy,end_time,hold_time,end_time_timestamp,language
'i',0.0,0.0,,False,1758045198.2868023,0.0,0.0,1.0,0.0489809513092041,0.0489809513092041,1758045198.3357832,Hungarian
'g',0.0580031871795654,34.48086384991964,,False,1758045198.3448057,0.0090222358703613,0.0,1.0,0.1413183212280273,0.0833151340484619,1758045198.4281206,Hungarian
'h',0.1581153869628906,18.973485488190303,,False,1758045198.4449177,0.0167970657348632,0.0,1.0,0.23978853225708,0.0816731452941894,1758045198.5265908,Hungarian
't',0.2613904476165771,15.302778033677171,,False,1758045198.5481927,0.021601915359497,0.0,1.0,0.3289310932159424,0.0675406455993652,1758045198.6157334,Hungarian
Key.space,0.3410649299621582,14.659965187727623,,False,1758045198.6278672,0.0121338367462158,0.0,1.0,0.4019181728363037,0.0608532428741455,1758045198.6887205,Hungarian
'i',0.4665877819061279,12.859316580233836,,False,1758045198.75339,0.0646696090698242,0.0,1.0,0.5560591220855713,0.0894713401794433,1758045198.8428614,Hungarian
'n',0.5403897762298584,12.953612943673647,"'N','I'",False,1758045198.827192,0.0738019943237304,0.0,1.0,0.6160550117492676,0.0756652355194091,1758045198.9028573,Hungarian
Key.space,0.7029449939727783,11.38069133231469,,False,1758045198.9897473,0.0868899822235107,0.0,1.0,0.7651667594909668,0.0622217655181884,1758045199.051969,Hungarian
't',0.7998459339141846,11.25216697165283,,False,1758045199.0866482,0.0346791744232177,0.0,1.0,0.8649907112121582,0.0651447772979736,1758045199.151793,Hungarian
'h',0.8795700073242188,11.36919166948572,,False,1758045199.1663723,0.0145792961120605,0.0,1.0,0.955895185470581,0.0763251781463623,1758045199.2426977,Hungarian
'e',0.9721565246582032,11.315050324707174,,False,1758045199.2589588,0.016261339187622,0.0,1.0,1.0498244762420654,0.0776679515838623,1758045199.3366268,Hungarian
Key.space,1.051792860031128,11.409090569073514,,False,1758045199.3385952,0.0019683837890625,0.0,1.0,1.119903564453125,0.068110704421997,1758045199.406706,Hungarian
'v',1.141596794128418,11.387558257751758,,False,1758045199.428399,0.0216932296752929,0.0,1.0,1.2149593830108645,0.0733625888824462,1758045199.5017617,Hungarian
'a',1.2291834354400637,11.389675126062713,,False,1758045199.5159855,0.0142240524291992,0.0,1.0,1.3907809257507324,0.1615974903106689,1758045199.6775832,Hungarian
's',1.3622171878814695,11.011459944451378,"'A','S'",False,1758045199.6490197,0.1330337524414062,0.0,1.0,1.4570109844207764,0.0947937965393066,1758045199.7438133,Hungarian
't',1.50628662109375,10.622148385266826,,False,1758045199.793089,0.0492756366729736,0.0,1.0,1.5679466724395752,0.0616600513458251,1758045199.854749,Hungarian
"','",1.583141565322876,10.738142673004049,,False,1758045199.869944,0.0151948928833007,0.0,1.0,1.6680333614349363,0.0848917961120605,1758045199.9548357,Hungarian
Key.space,1.749363899230957,10.28945435990364,,False,1758045200.0361662,0.0813305377960205,0.0,1.0,1.8259401321411133,0.0765762329101562,1758045200.1127424,Hungarian
'd',1.8279459476470947,10.394180432116451,,False,1758045200.1147482,0.0020058155059814,0.0,1.0,1.9219274520874023,0.0939815044403076,1758045200.2087295,Hungarian
'a',1.89512300491333,10.553404685684065,"'D','A'",False,1758045200.1819253,0.0671770572662353,0.0,1.0,2.0001888275146484,0.1050658226013183,1758045200.2869911,Hungarian
'r',2.019838571548462,10.39687047064402,,False,1758045200.3066409,0.0196497440338134,0.0,1.0,2.0861856937408447,0.0663471221923828,1758045200.372988,Hungarian
'k',2.122910261154175,10.36313234834483,,False,1758045200.4097126,0.03672456741333,0.0,1.0,2.1950762271881104,0.0721659660339355,1758045200.4818785,Hungarian
'e',2.224151611328125,10.341021665454646,,False,1758045200.510954,0.0290753841400146,0.0,1.0,2.3058085441589355,0.0816569328308105,1758045200.5926108,Hungarian
